iter	RMSE
188	33.50963052
189	33.47294456
190	33.45860949
191	33.43341411
192	33.40206691
193	33.38573957
194	33.37340671
195	33.3528316
196	33.33837688
197	33.31320178
198	33.30871467
199	33.28386016
200	33.26469914
201	33.2522401
202	33.20805362
203	33.20369666
204	33.14844605
205	33.13357912
206	33.12179751
207	33.10356036
208	33.07616466
209	33.06175288
210	33.04711939
211	33.02444666
212	33.01310206
213	33.00514902
214	32.96370311
215	32.94764409
216	32.93472662
217	32.91740828
218	32.89979145
219	32.88519733
220	32.86330649
221	32.84278105
222	32.83233186
223	32.81621967
224	32.79982324
225	32.77967829
226	32.75627828
227	32.72841903
228	32.69689929
229	32.67198585
230	32.65864897
231	32.6449887
232	32.62433252
233	32.60483198
234	32.59372256
235	32.58372946
236	32.5556262
237	32.53242675
238	32.5247169
239	32.50127693
240	32.48565652
241	32.46367187
242	32.43048838
243	32.40548407
244	32.39169261
245	32.36390748
246	32.34426075
247	32.3206032
248	32.30295332
249	32.2787112
250	32.2445885
251	32.23217694
252	32.21193441
253	32.1842775
254	32.16154444
255	32.12538451
256	32.11522758
257	32.09096505
258	32.07761852
259	32.07206857
260	32.04444259
261	32.03395788
262	32.01359146
263	31.99142112
264	31.96054413
265	31.93897556
266	31.92208251
267	31.91366201
268	31.89203067
269	31.85566059
270	31.83756075
271	31.81596085
272	31.80415918
273	31.78523943
274	31.76540668
275	31.75336357
276	31.72959738
277	31.71156703
278	31.70260842
279	31.67828511
280	31.66272489
281	31.6454239
282	31.63392449
283	31.62713169
284	31.61355783
285	31.59393091
286	31.58249736
287	31.5593231
288	31.53681616
289	31.50922345
290	31.49553885
291	31.46992653
292	31.45975342
293	31.45362311
294	31.43677302
295	31.4185776
296	31.39158721
297	31.38161913
298	31.34965709
299	31.34289896
300	31.33521448
301	31.31445853
302	31.2944481
303	31.28232485
304	31.26649295
305	31.24724405
306	31.23413188
307	31.20783793
308	31.19518418
309	31.18442799
310	31.17134258
311	31.15810229
312	31.13628252
313	31.12473642
314	31.10695884
315	31.09475617
316	31.08842023
317	31.07188838
318	31.05632958
319	31.03672232
320	31.00978634
321	31.00175089
322	30.9841288
323	30.96719463
324	30.95165791
325	30.93759447
326	30.90958516
327	30.89562083
328	30.87885813
329	30.85973892
330	30.83770541
331	30.82778213
332	30.81588329
333	30.79158484
334	30.76883474
335	30.74180627
336	30.73064799
337	30.72305587
338	30.7169879
339	30.70445086
340	30.68938005
341	30.68333226
342	30.66868897
343	30.65038877
344	30.63168453
345	30.62248621
346	30.60956053
347	30.59127671
348	30.56738871
349	30.56200273
350	30.54518376
351	30.53782093
352	30.52005768
353	30.50354315
354	30.4860084
355	30.47635131
356	30.46751294
357	30.45575566
358	30.44361342
359	30.43041628
360	30.41401719
361	30.39712487
362	30.3826723
363	30.36292792
364	30.35497257
365	30.34518271
366	30.31716277
367	30.3093664
368	30.29422427
369	30.28075151
370	30.27056181
371	30.25265039
372	30.23452584
373	30.223405
374	30.21136371
375	30.19583818
376	30.16361552
377	30.14407179
378	30.13159743
379	30.11094206
380	30.0939202
381	30.05862619
382	30.05089466
383	30.03610552
384	30.02534272
385	30.01028932
386	29.99717248
387	29.98654249
388	29.97599596
389	29.9639129
390	29.95218436
391	29.94250172
392	29.91944804
393	29.90956721
394	29.90043556
395	29.87877763
396	29.8704851
397	29.86035367
398	29.85308905
399	29.84493413
400	29.82640962
401	29.81568141
402	29.80926804
403	29.8021557
404	29.79445304
405	29.76700667
406	29.7543236
407	29.73461171
408	29.70291466
409	29.68877381
410	29.67919446
411	29.66679225
412	29.65046119
413	29.64236191
414	29.63576562
415	29.62742506
416	29.60830648
417	29.58815458
418	29.55470571
419	29.53747622
420	29.52382779
421	29.50838143
422	29.49277435
423	29.48482601
424	29.47711058
425	29.44726183
426	29.43176839
427	29.40136958
428	29.37933482
429	29.37347801
430	29.36607262
431	29.35092327
432	29.33425818
433	29.32704516
434	29.30929916
435	29.29712294
436	29.28227944
437	29.26302688
438	29.25598721
439	29.23106987
440	29.21606415
441	29.20214457
442	29.18846583
443	29.16838229
444	29.14565336
445	29.13137572
446	29.11342617
447	29.10156026
448	29.08721401
449	29.08046274
450	29.0700917
451	29.06367529
452	29.05847365
453	29.05405229
454	29.04913865
455	29.03265144
456	29.02198572
457	29.00398139
458	28.98653974
459	28.96792717
460	28.9629762
461	28.94978163
462	28.94181142
463	28.92455161
464	28.9036024
465	28.88656457
466	28.86971334
467	28.86386014
468	28.85070977
469	28.83870073
470	28.8223782
471	28.81750802
472	28.79695923
473	28.78084047
474	28.76803793
475	28.74303736
476	28.7201048
477	28.71081059
478	28.70151384
479	28.68635462
480	28.67785293
481	28.66749217
482	28.64811461
483	28.63664619
484	28.62023999
485	28.60853155
486	28.59446279
487	28.58992244
488	28.57475682
489	28.56077757
490	28.53080378
491	28.52003459
492	28.50324258
493	28.49311126
494	28.4712547
495	28.46216595
496	28.45654867
497	28.43720649
498	28.41657298
499	28.40798884
500	28.38674147
501	28.37335071
502	28.36895605
503	28.35989683
504	28.35012472
505	28.3404099
506	28.33509492
507	28.32864948
508	28.31222257
509	28.29994755
510	28.28990399
511	28.2786407
512	28.26879143
513	28.24733579
514	28.2340062
515	28.22185389
516	28.21312928
517	28.20626281
518	28.19818455
519	28.18249988
520	28.16279224
521	28.15177816
522	28.13231461
523	28.12542341
524	28.10189462
525	28.0784987
526	28.06865786
527	28.05041595
528	28.03653935
529	28.01662905
530	28.00728449
531	27.98036174
532	27.97014204
533	27.9566303
534	27.94624075
535	27.93384148
536	27.92439629
537	27.91244293
538	27.89171952
539	27.87590612
540	27.86396965
541	27.84483621
542	27.8196368
543	27.8107228
544	27.79629707
545	27.78607617
546	27.77936023
547	27.77048686
548	27.7626411
549	27.75769044
550	27.7468387
551	27.74002368
552	27.73337479
553	27.72043871
554	27.69555532
555	27.68626994
556	27.67297323
557	27.66185154
558	27.64716864
559	27.64294403
560	27.6248998
561	27.61565893
562	27.60165833
563	27.59295965
564	27.56372072
565	27.55123257
566	27.54330415
567	27.52934408
568	27.52278789
569	27.51816173
570	27.51154153
571	27.49639276
572	27.48992112
573	27.48019542
574	27.46485843
575	27.45327515
576	27.44258258
577	27.42235407
578	27.41194411
579	27.39698625
580	27.38710478
581	27.37255744
582	27.3524857
583	27.33450375
584	27.32896019
585	27.31985726
586	27.30291892
587	27.28928287
588	27.27700839
589	27.26809027
590	27.24759389
591	27.24387758
592	27.23179642
593	27.20912433
594	27.20188314
595	27.18267786
596	27.16363078
597	27.15612011
598	27.14040396
599	27.12775948
600	27.11480083
601	27.11102856
602	27.0942759
603	27.08649727
604	27.07595888
605	27.07154406
606	27.05430246
607	27.03654446
608	27.0234896
609	27.00986839
610	26.99381058
611	26.97948855
612	26.96977738
613	26.96239362
614	26.9530319
615	26.94657307
616	26.93503697
617	26.92867835
618	26.90990782
619	26.89968636
620	26.88455977
621	26.86575536
622	26.84341726
623	26.82774075
624	26.81840747
625	26.80610746
626	26.79021983
627	26.77346157
628	26.76712093
629	26.74870057
630	26.73822274
631	26.72452623
632	26.71543056
633	26.70999522
634	26.70061796
635	26.69643117
636	26.68798913
637	26.67396964
638	26.65301343
639	26.63101337
640	26.62228687
641	26.61381407
642	26.60958697
643	26.58962468
644	26.5715023
645	26.55297889
646	26.536724
647	26.52159664
648	26.50502674
649	26.49175088
650	26.48936489
651	26.47541449
652	26.46074489
653	26.43116523
654	26.40641598
655	26.37826352
656	26.36517534
657	26.34898185
658	26.33433942
659	26.32548809
660	26.31563598
661	26.30262981
662	26.28586335
663	26.27459408
664	26.25963152
665	26.25099498
666	26.24746659
667	26.24244674
668	26.23310001
669	26.21856305
670	26.20855207
671	26.19945663
672	26.19404322
673	26.18072315
674	26.16755353
675	26.15852709
676	26.15477155
677	26.14729659
678	26.13062746
679	26.1221422
680	26.11541306
681	26.10221136
682	26.08803438
683	26.08336915
684	26.07004329
685	26.05573408
686	26.04827383
687	26.03624258
688	26.02187977
689	26.0114669
690	26.00160564
691	25.98372998
692	25.97430511
693	25.9575362
694	25.94614125
695	25.94131221
696	25.93449166
697	25.90096923
698	25.88423931
699	25.87705086
700	25.87101577
701	25.85262257
702	25.83270241
703	25.82080026
704	25.79769052
705	25.78038901
706	25.74839963
707	25.73508204
708	25.73029137
709	25.72258908
710	25.70847333
711	25.69704091
712	25.68377018
713	25.66846248
714	25.6588585
715	25.65154489
716	25.64248279
717	25.61815032
718	25.60573845
719	25.58699567
720	25.57358625
721	25.55899368
722	25.55466515
723	25.544204
724	25.52862098
725	25.5138041
726	25.50934688
727	25.50142474
728	25.48611488
729	25.47528436
730	25.45452073
731	25.44701056
732	25.43333621
733	25.42347733
734	25.41255155
735	25.40824938
736	25.37780156
737	25.36617642
738	25.35974081
739	25.34390276
740	25.33038269
741	25.32055613
742	25.31554431
743	25.3072887
744	25.29839496
745	25.2932689
746	25.2799023
747	25.26678269
748	25.25440071
749	25.25073533
750	25.23570528
751	25.22710311
752	25.2204514
753	25.21638366
754	25.20920714
755	25.19628845
756	25.18709373
757	25.1825655
758	25.16253864
759	25.15599167
760	25.14381904
761	25.12734615
762	25.11559372
763	25.10678664
764	25.09378392
765	25.09035997
766	25.07648983
767	25.06451085
768	25.05423852
769	25.04636619
770	25.03802488
771	25.03299889
772	25.01976654
773	25.00744801
774	24.99955753
775	24.99202974
776	24.98023368
777	24.97136667
778	24.95900945
779	24.95315476
780	24.94321161
781	24.93253937
782	24.92766147
783	24.92060618
784	24.91401898
785	24.89539708
786	24.88200964
787	24.87716505
788	24.86843773
789	24.86050123
790	24.84888582
791	24.84523609
792	24.83884337
793	24.83235081
794	24.81592806
795	24.811657
796	24.80441228
797	24.79540544
798	24.77916964
799	24.77511265
800	24.76949136
801	24.75750465
802	24.74676459
803	24.72814687
804	24.71869959
805	24.71089552
806	24.70351964
807	24.68856944
808	24.68269714
809	24.6724283
810	24.66205224
811	24.65333593
812	24.64716275
813	24.64422388
814	24.63317577
815	24.61383351
816	24.60393635
817	24.5999438
818	24.58633083
819	24.57220252
820	24.5669179
821	24.55136489
822	24.5433938
823	24.53365539
824	24.52162057
825	24.51730537
826	24.50534059
827	24.4986234
828	24.48931239
829	24.47691274
830	24.46894738
831	24.45755252
832	24.45346272
833	24.44514341
834	24.43727866
835	24.43291388
836	24.42468839
837	24.42027185
838	24.40843082
839	24.39602211
840	24.3927439
841	24.38018502
842	24.37390653
843	24.3655345
844	24.35117262
845	24.3455203
846	24.33585907
847	24.32268949
848	24.31065683
849	24.29892546
850	24.29417138
851	24.28201557
852	24.2727258
853	24.26847591
854	24.25556695
855	24.2386045
856	24.2212257
857	24.20980937
858	24.20432582
859	24.19369689
860	24.18259239
861	24.17567445
862	24.16030842
863	24.15125974
864	24.14709169
865	24.14060524
866	24.13151727
867	24.11948459
868	24.11304253
869	24.09750173
870	24.09387277
871	24.08404317
872	24.072695
873	24.0615927
874	24.04991203
875	24.04128219
876	24.03831186
877	24.03468642
878	24.03064133
879	24.018871
880	24.00874622
881	24.00040388
882	23.99593426
883	23.99124078
884	23.97683011
885	23.9725621
886	23.96080093
887	23.95165329
888	23.94636745
889	23.93167923
890	23.92128874
891	23.91703599
892	23.91321688
893	23.90464776
894	23.89951521
895	23.89374435
896	23.88944048
897	23.87935951
898	23.8697388
899	23.85879563
900	23.85615202
901	23.84117787
902	23.82064134
903	23.81373992
904	23.81111536
905	23.80261138
906	23.79623952
907	23.78609992
908	23.78120257
909	23.77310811
910	23.76774172
911	23.75918057
912	23.74490506
913	23.74040573
914	23.73392068
915	23.72677567
916	23.72352902
917	23.71541419
918	23.70473061
919	23.69574219
920	23.69185101
921	23.68686195
922	23.67480846
923	23.65448041
924	23.64362072
925	23.62820613
926	23.62266045
927	23.61464026
928	23.60615249
929	23.59446371
930	23.58719426
931	23.57841381
932	23.56479732
933	23.54879746
934	23.54336385
935	23.52268319
936	23.51718638
937	23.51041688
938	23.50452284
939	23.50044008
940	23.48846946
941	23.48512418
942	23.48113755
943	23.47658859
944	23.47285475
945	23.4627511
946	23.45621429
947	23.44084037
948	23.43155808
949	23.42601178
950	23.41458733
951	23.40442044
952	23.40152385
953	23.39166715
954	23.3827727
955	23.37272551
956	23.36796674
957	23.36030596
958	23.35216766
959	23.33630862
960	23.32238538
961	23.31616419
962	23.31163974
963	23.29842356
964	23.28602039
965	23.27602788
966	23.26695094
967	23.25902357
968	23.24763521
969	23.22858883
970	23.21790115
971	23.20639665
972	23.20117035
973	23.19645318
974	23.17953545
975	23.17307215
976	23.15798791
977	23.14889549
978	23.13973957
979	23.13044599
980	23.11553019
981	23.10513006
982	23.08900452
983	23.07699487
984	23.07035171
985	23.05849631
986	23.05484077
987	23.04785632
988	23.03832179
989	23.02868749
990	23.0243081
991	23.01725796
992	23.01284607
993	23.00419452
994	22.99438993
995	22.98516826
996	22.97717721
997	22.96942853
998	22.96299606
999	22.95303913
1000	22.93993468
1001	22.9350132
1002	22.93109808
1003	22.92291878
1004	22.91089991
1005	22.89581473
1006	22.88684702
1007	22.87817198
1008	22.8635878
1009	22.85469799
1010	22.85126806
1011	22.84178339
1012	22.8369838
1013	22.8221533
1014	22.81556124
1015	22.81159039
1016	22.80435234
1017	22.78982524
1018	22.78268057
1019	22.77063132
1020	22.76712218
1021	22.757708
1022	22.75068828
1023	22.74478627
1024	22.73964206
1025	22.72279935
1026	22.71498093
1027	22.70464636
1028	22.70011521
1029	22.69071669
1030	22.6854379
1031	22.68029532
1032	22.67613899
1033	22.66834168
1034	22.66241761
1035	22.64985407
1036	22.64578404
1037	22.64300138
1038	22.6323536
1039	22.61486398
1040	22.6031832
1041	22.59066338
1042	22.58739042
1043	22.58040688
1044	22.57252572
1045	22.56206976
1046	22.5553344
1047	22.54697219
1048	22.54089852
1049	22.5354349
1050	22.53168257
1051	22.52600643
1052	22.51461832
1053	22.5098855
1054	22.49846666
1055	22.48886723
1056	22.48235525
1057	22.47499471
1058	22.47184262
1059	22.46075067
1060	22.45047051
1061	22.44456284
1062	22.43099093
1063	22.42639979
1064	22.42163622
1065	22.41365226
1066	22.3954082
1067	22.38322394
1068	22.37488113
1069	22.36414333
1070	22.3583813
1071	22.35212984
1072	22.34255314
1073	22.33653082
1074	22.32662919
1075	22.31836859
1076	22.31224386
1077	22.29669656
1078	22.28624138
1079	22.27534489
1080	22.26259195
1081	22.25184282
1082	22.24459539
1083	22.23540144
1084	22.23162934
1085	22.21856292
1086	22.20643055
1087	22.19850628
1088	22.19592992
1089	22.18801068
1090	22.17276543
1091	22.16674151
1092	22.16065298
1093	22.15599454
1094	22.14827141
1095	22.13326741
1096	22.12412885
1097	22.11692502
1098	22.10575384
1099	22.10249737
1100	22.09789256
1101	22.08853431
1102	22.08186272
1103	22.07328805
1104	22.06657499
1105	22.0589936
1106	22.04431039
1107	22.03646435
1108	22.03257824
1109	22.02838915
1110	22.02438954
1111	22.01437969
1112	22.0078458
1113	22.00004565
1114	21.98388817
1115	21.97747133
1116	21.96661057
1117	21.96302944
1118	21.95903102
1119	21.94765567
1120	21.94100611
1121	21.93311052
1122	21.92683596
1123	21.91984442
1124	21.9163405
1125	21.90039279
1126	21.89552615
1127	21.88988353
1128	21.87944631
1129	21.8760347
1130	21.86589904
1131	21.85305269
1132	21.83916726
1133	21.83445007
1134	21.82528252
1135	21.82070881
1136	21.80913147
1137	21.80187495
1138	21.79807207
1139	21.78863794
1140	21.7839335
1141	21.7746122
1142	21.76482849
1143	21.7551209
1144	21.74789211
1145	21.73378005
1146	21.7295209
1147	21.72065316
1148	21.71226238
1149	21.70033789
1150	21.69137794
1151	21.68449853
1152	21.67887668
1153	21.67544035
1154	21.67008064
1155	21.66420456
1156	21.65915622
1157	21.65620074
1158	21.65087093
1159	21.6379866
1160	21.62941358
1161	21.62495459
1162	21.61867877
1163	21.60837065
1164	21.59830851
1165	21.59561719
1166	21.58463805
1167	21.57245903
1168	21.56806529
1169	21.55871478
1170	21.55320889
1171	21.54930369
1172	21.5460979
1173	21.53959926
1174	21.53221216
1175	21.52720116
1176	21.51749033
1177	21.51164634
1178	21.50827261
1179	21.50512237
1180	21.50078344
1181	21.49315498
1182	21.48665525
1183	21.48212157
1184	21.47502945
1185	21.46657748
1186	21.46081596
1187	21.45775095
1188	21.44993356
1189	21.44655645
1190	21.44192926
1191	21.43170407
1192	21.42340964
1193	21.41688292
1194	21.40598124
1195	21.40257586
1196	21.38756363
1197	21.37813331
1198	21.3725732
1199	21.36777332
