iter	RMSE
224	36.41127335
225	36.40213853
226	36.38290954
227	36.35357033
228	36.33648577
229	36.31948452
230	36.29512683
231	36.28339083
232	36.27282807
233	36.2582981
234	36.24773676
235	36.23785296
236	36.22579591
237	36.21033638
238	36.19213855
239	36.17495039
240	36.16777177
241	36.14873982
242	36.14104927
243	36.12987903
244	36.11632457
245	36.10181106
246	36.07291736
247	36.05600399
248	36.04438342
249	36.02257994
250	36.01169736
251	35.99677505
252	35.98348678
253	35.96333596
254	35.94781023
255	35.92404501
256	35.90869505
257	35.90016126
258	35.88385491
259	35.87235225
260	35.86067646
261	35.84667002
262	35.84164308
263	35.82404915
264	35.80801012
265	35.79847005
266	35.77279946
267	35.76852193
268	35.75497151
269	35.74464696
270	35.73752605
271	35.7254183
272	35.71487504
273	35.69818072
274	35.68483891
275	35.66527103
276	35.65893578
277	35.64802819
278	35.63174615
279	35.61944944
280	35.60906325
281	35.59952052
282	35.59286203
283	35.57298742
284	35.55626149
285	35.54860235
286	35.54008062
287	35.51986497
288	35.50654087
289	35.49422695
290	35.49125695
291	35.48148669
292	35.47450019
293	35.4712164
294	35.45775043
295	35.44867911
296	35.42957906
297	35.42037507
298	35.41074273
299	35.39210209
300	35.36920117
301	35.35047628
302	35.34349541
303	35.3374045
304	35.32002193
305	35.30962167
306	35.30624524
307	35.2991707
308	35.28521039
309	35.27553538
310	35.25725966
311	35.24261589
312	35.23433614
313	35.22761714
314	35.22180688
315	35.2062151
316	35.19261579
317	35.17886102
318	35.17266858
319	35.15842917
320	35.15225699
321	35.13647502
322	35.11881043
323	35.10349075
324	35.09571956
325	35.09165752
326	35.09015498
327	35.07747197
328	35.06660115
329	35.05794365
330	35.05363819
331	35.04774771
332	35.04503865
333	35.03617748
334	35.01925858
335	35.00353027
336	34.98923008
337	34.97901957
338	34.95520771
339	34.92681925
340	34.9170419
341	34.9084393
342	34.89656591
343	34.8893926
344	34.87174522
345	34.86625368
346	34.86381618
347	34.85511635
348	34.83671401
349	34.83303325
350	34.82368155
351	34.81131374
352	34.79873504
353	34.79615203
354	34.78420753
355	34.77564954
356	34.76674888
357	34.75290979
358	34.74645543
359	34.73406786
360	34.7198718
361	34.71644033
362	34.70542556
363	34.7027995
364	34.68195732
365	34.66632021
366	34.66335296
367	34.65351093
368	34.64873084
369	34.6354358
370	34.62434313
371	34.61817832
372	34.60977281
373	34.600888
374	34.59615394
375	34.59156061
376	34.58320444
377	34.57956561
378	34.56569718
379	34.55260481
380	34.54124062
381	34.53281334
382	34.52415885
383	34.52042887
384	34.50962992
385	34.49436313
386	34.48493332
387	34.47984982
388	34.474117
389	34.46090728
390	34.44341808
391	34.42947747
392	34.42438057
393	34.41557907
394	34.41117677
395	34.39925757
396	34.38229348
397	34.37688416
398	34.37118611
399	34.35741289
400	34.34956953
401	34.34241052
402	34.33766361
403	34.33502489
404	34.31465521
405	34.31117178
406	34.30868686
407	34.30112084
408	34.28308517
409	34.27067791
410	34.25698931
411	34.24905159
412	34.24628332
413	34.23620704
414	34.23010644
415	34.21072951
416	34.19839451
417	34.19311167
418	34.18944168
419	34.1660339
420	34.16155348
421	34.15571267
422	34.13945902
423	34.12256415
424	34.11134846
425	34.10009113
426	34.09133963
427	34.08380648
428	34.07950748
429	34.0653084
430	34.05836786
431	34.04723464
432	34.02569596
433	34.01394615
434	34.01112508
435	34.00354638
436	33.99683896
437	33.98474489
438	33.97466806
439	33.96275452
440	33.95450766
441	33.94631217
442	33.94298824
443	33.93404934
444	33.92236351
445	33.91425629
446	33.91081434
447	33.90180803
448	33.88832465
449	33.87063578
450	33.86587193
451	33.85190371
452	33.83638467
453	33.83214482
454	33.82039449
455	33.81647113
456	33.80531423
457	33.79198244
458	33.7823512
459	33.77398586
460	33.7644871
461	33.76106493
462	33.75190144
463	33.74457792
464	33.73786213
465	33.73006806
466	33.71378961
467	33.70416293
468	33.69831395
469	33.69051438
470	33.67840562
471	33.66821557
472	33.65302905
473	33.64917373
474	33.64314514
475	33.63541864
476	33.62020031
477	33.61165477
478	33.60361579
479	33.59297638
480	33.58299801
481	33.5798723
482	33.57033972
483	33.56186187
484	33.55399976
485	33.54451366
486	33.52640443
487	33.52183721
488	33.50479446
489	33.50294596
490	33.49512971
491	33.48642404
492	33.47222758
493	33.46440415
494	33.44119814
495	33.42671261
496	33.41464113
497	33.39625978
498	33.38871523
499	33.3794582
500	33.37157652
501	33.36101225
502	33.35465427
503	33.34312442
504	33.33669727
505	33.32359892
506	33.31887942
507	33.31515495
508	33.30535434
509	33.28890119
510	33.28492793
511	33.27581227
512	33.25725115
513	33.24038996
514	33.22810826
515	33.21053978
516	33.20141797
517	33.19421992
518	33.18703061
519	33.18329192
520	33.17807075
521	33.16210464
522	33.15778515
523	33.15268806
524	33.14455283
525	33.12923906
526	33.11912891
527	33.10642614
528	33.09021702
529	33.07740933
530	33.06757066
531	33.0578167
532	33.04168922
533	33.03428484
534	33.01852147
535	33.00477904
536	32.99582064
537	32.989303
538	32.98036806
539	32.9750354
540	32.96542615
541	32.96002455
542	32.94492567
543	32.93962061
544	32.93098804
545	32.91916949
546	32.90735382
547	32.90038957
548	32.88978619
549	32.87605625
550	32.85990946
551	32.84405714
552	32.83095961
553	32.82329143
554	32.81414447
555	32.80565028
556	32.79056537
557	32.7813362
558	32.76511891
559	32.74435371
560	32.72456953
561	32.71712802
562	32.7029705
563	32.69535882
564	32.67774467
565	32.66797734
566	32.65377499
567	32.63835921
568	32.62894681
569	32.62033828
570	32.6185137
571	32.61342981
572	32.60541748
573	32.5925588
574	32.58843889
575	32.57192534
576	32.55486601
577	32.5512755
578	32.54022857
579	32.53391317
580	32.52725316
581	32.51845594
582	32.51127233
583	32.5069963
584	32.4966484
585	32.4861333
586	32.47887458
587	32.46521117
588	32.44964119
589	32.44315708
590	32.43181623
591	32.42809147
592	32.42103995
593	32.4070686
594	32.39836404
595	32.39175508
596	32.37358123
597	32.36338271
598	32.35579983
599	32.34700331
600	32.33973715
601	32.33148035
602	32.31904534
603	32.3097799
604	32.30506198
605	32.29223269
606	32.2871735
607	32.28171081
608	32.27031644
609	32.26298426
610	32.25251154
611	32.24485988
612	32.23129314
613	32.21968718
614	32.20810047
615	32.19301066
616	32.18710048
617	32.17635385
618	32.17282258
619	32.170279
620	32.1605371
621	32.1472937
622	32.13780374
623	32.13217292
624	32.12639282
625	32.11725391
626	32.10594116
627	32.09219606
628	32.08325441
629	32.07360189
630	32.06097679
631	32.05851896
632	32.04807013
633	32.04250033
634	32.03659947
635	32.02259533
636	32.01395441
637	32.00463379
638	31.99628226
639	31.98724303
640	31.98138227
641	31.96536648
642	31.96277192
643	31.95879916
644	31.95069321
645	31.94396853
646	31.93883638
647	31.92333246
648	31.91471036
649	31.90901162
650	31.90057531
651	31.89186131
652	31.88514121
653	31.8788177
654	31.86593534
655	31.85589596
656	31.84827819
657	31.84233495
658	31.82851213
659	31.82193457
660	31.80338965
661	31.78956907
662	31.78094609
663	31.77876021
664	31.77423224
665	31.76846899
666	31.76248855
667	31.75662352
668	31.74777061
669	31.74208126
670	31.73731502
671	31.72308299
672	31.71879859
673	31.70594024
674	31.70170278
675	31.69481583
676	31.68932838
677	31.68102692
678	31.67121835
679	31.66711895
680	31.6630742
681	31.65767008
682	31.64989772
683	31.64227611
684	31.63713519
685	31.63187933
686	31.626094
687	31.62031803
688	31.61490103
689	31.60662552
690	31.60159924
691	31.59570025
692	31.5907736
